collection_chunk_id,chunk_rank_start,chunk_rank_end,fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,download_status,failure_reason,total_words,ai_keyword_count,ai_keyword_per_10k_words
1,1,25,4,Apple,AAPL,320193,0000320193,2025,10-K,2025-10-31,2025-09-27,0000320193-25-000079,aapl-20250927.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,data/raw/sec_10k_html/top100/chunk_01/AAPL/2025_AAPL_10k.html,data/processed/sec_10k_text/top100/chunk_01/AAPL/2025_AAPL_10k.txt,success,,28894,10,3.460926
1,1,25,5,Alphabet,GOOGL,1652044,0001652044,2023,10-K,2024-01-31,2023-12-31,0001652044-24-000022,goog-20231231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/GOOGL/2023_GOOGL_10k.html,data/processed/sec_10k_text/top100/chunk_01/GOOGL/2023_GOOGL_10k.txt,success,,49233,15,3.046737
1,1,25,5,Alphabet,GOOGL,1652044,0001652044,2024,10-K,2025-02-05,2024-12-31,0001652044-25-000014,goog-20241231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/GOOGL/2024_GOOGL_10k.html,data/processed/sec_10k_text/top100/chunk_01/GOOGL/2024_GOOGL_10k.txt,success,,50582,10,1.976988
1,1,25,5,Alphabet,GOOGL,1652044,0001652044,2025,10-K,2026-02-05,2025-12-31,0001652044-26-000018,goog-20251231.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/GOOGL/2025_GOOGL_10k.html,data/processed/sec_10k_text/top100/chunk_01/GOOGL/2025_GOOGL_10k.txt,success,,49493,9,1.818439
1,1,25,6,CVS Health,CVS,64803,0000064803,2023,10-K,2024-02-07,2023-12-31,0000064803-24-000007,cvs-20231231.htm,https://www.sec.gov/Archives/edgar/data/64803/000006480324000007/,https://www.sec.gov/Archives/edgar/data/64803/000006480324000007/cvs-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/CVS/2023_CVS_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVS/2023_CVS_10k.txt,success,,124522,6,0.481843
1,1,25,6,CVS Health,CVS,64803,0000064803,2024,10-K,2025-02-12,2024-12-31,0000064803-25-000007,cvs-20241231.htm,https://www.sec.gov/Archives/edgar/data/64803/000006480325000007/,https://www.sec.gov/Archives/edgar/data/64803/000006480325000007/cvs-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/CVS/2024_CVS_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVS/2024_CVS_10k.txt,success,,120171,8,0.665718
1,1,25,6,CVS Health,CVS,64803,0000064803,2025,10-K,2026-02-10,2025-12-31,0000064803-26-000010,cvs-20251231.htm,https://www.sec.gov/Archives/edgar/data/64803/000006480326000010/,https://www.sec.gov/Archives/edgar/data/64803/000006480326000010/cvs-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/CVS/2025_CVS_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVS/2025_CVS_10k.txt,success,,109371,7,0.640023
1,1,25,7,Berkshire Hathaway,BRK-B,1067983,0001067983,2023,10-K,2024-02-26,2023-12-31,0000950170-24-019719,brka-20231231.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017024019719/,https://www.sec.gov/Archives/edgar/data/1067983/000095017024019719/brka-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/BRK-B/2023_BRK-B_10k.html,data/processed/sec_10k_text/top100/chunk_01/BRK-B/2023_BRK-B_10k.txt,success,,71457,0,0.0
1,1,25,7,Berkshire Hathaway,BRK-B,1067983,0001067983,2024,10-K,2025-02-24,2024-12-31,0000950170-25-025210,brka-20241231.htm,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/,https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/brka-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/BRK-B/2024_BRK-B_10k.html,data/processed/sec_10k_text/top100/chunk_01/BRK-B/2024_BRK-B_10k.txt,success,,70045,0,0.0
1,1,25,7,Berkshire Hathaway,BRK-B,1067983,0001067983,2025,10-K,2026-03-02,2025-12-31,0001193125-26-083899,brka-20251231.htm,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/brka-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/BRK-B/2025_BRK-B_10k.html,data/processed/sec_10k_text/top100/chunk_01/BRK-B/2025_BRK-B_10k.txt,success,,69544,2,0.287588
1,1,25,8,McKesson,MCK,927653,0000927653,2023,10-K,2023-05-09,2023-03-31,0000927653-23-000038,mck-20230331.htm,https://www.sec.gov/Archives/edgar/data/927653/000092765323000038/,https://www.sec.gov/Archives/edgar/data/927653/000092765323000038/mck-20230331.htm,data/raw/sec_10k_html/top100/chunk_01/MCK/2023_MCK_10k.html,data/processed/sec_10k_text/top100/chunk_01/MCK/2023_MCK_10k.txt,success,,75453,3,0.397599
1,1,25,8,McKesson,MCK,927653,0000927653,2024,10-K,2024-05-08,2024-03-31,0000927653-24-000035,mck-20240331.htm,https://www.sec.gov/Archives/edgar/data/927653/000092765324000035/,https://www.sec.gov/Archives/edgar/data/927653/000092765324000035/mck-20240331.htm,data/raw/sec_10k_html/top100/chunk_01/MCK/2024_MCK_10k.html,data/processed/sec_10k_text/top100/chunk_01/MCK/2024_MCK_10k.txt,success,,70217,7,0.99691
1,1,25,8,McKesson,MCK,927653,0000927653,2025,10-K,2025-05-09,2025-03-31,0000927653-25-000036,mck-20250331.htm,https://www.sec.gov/Archives/edgar/data/927653/000092765325000036/,https://www.sec.gov/Archives/edgar/data/927653/000092765325000036/mck-20250331.htm,data/raw/sec_10k_html/top100/chunk_01/MCK/2025_MCK_10k.html,data/processed/sec_10k_text/top100/chunk_01/MCK/2025_MCK_10k.txt,success,,68521,9,1.313466
1,1,25,9,Exxon Mobil,XOM,34088,0000034088,2023,10-K,2024-02-28,2023-12-31,0000034088-24-000018,xom-20231231.htm,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/xom-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/XOM/2023_XOM_10k.html,data/processed/sec_10k_text/top100/chunk_01/XOM/2023_XOM_10k.txt,success,,55451,0,0.0
1,1,25,9,Exxon Mobil,XOM,34088,0000034088,2024,10-K,2025-02-19,2024-12-31,0000034088-25-000010,xom-20241231.htm,https://www.sec.gov/Archives/edgar/data/34088/000003408825000010/,https://www.sec.gov/Archives/edgar/data/34088/000003408825000010/xom-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/XOM/2024_XOM_10k.html,data/processed/sec_10k_text/top100/chunk_01/XOM/2024_XOM_10k.txt,success,,58869,0,0.0
1,1,25,9,Exxon Mobil,XOM,34088,0000034088,2025,10-K,2026-02-18,2025-12-31,0000034088-26-000045,xom-20251231.htm,https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/,https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/XOM/2025_XOM_10k.html,data/processed/sec_10k_text/top100/chunk_01/XOM/2025_XOM_10k.txt,success,,56022,1,0.178501
1,1,25,10,Cencora,COR,1140859,0001140859,2023,10-K,2023-11-21,2023-09-30,0001140859-23-000197,cor-20230930.htm,https://www.sec.gov/Archives/edgar/data/1140859/000114085923000197/,https://www.sec.gov/Archives/edgar/data/1140859/000114085923000197/cor-20230930.htm,data/raw/sec_10k_html/top100/chunk_01/COR/2023_COR_10k.html,data/processed/sec_10k_text/top100/chunk_01/COR/2023_COR_10k.txt,success,,54775,3,0.547695
1,1,25,10,Cencora,COR,1140859,0001140859,2024,10-K,2024-11-26,2024-09-30,0001140859-24-000177,cor-20240930.htm,https://www.sec.gov/Archives/edgar/data/1140859/000114085924000177/,https://www.sec.gov/Archives/edgar/data/1140859/000114085924000177/cor-20240930.htm,data/raw/sec_10k_html/top100/chunk_01/COR/2024_COR_10k.html,data/processed/sec_10k_text/top100/chunk_01/COR/2024_COR_10k.txt,success,,55318,3,0.542319
1,1,25,10,Cencora,COR,1140859,0001140859,2025,10-K,2025-11-25,2025-09-30,0001140859-25-000131,cor-20250930.htm,https://www.sec.gov/Archives/edgar/data/1140859/000114085925000131/,https://www.sec.gov/Archives/edgar/data/1140859/000114085925000131/cor-20250930.htm,data/raw/sec_10k_html/top100/chunk_01/COR/2025_COR_10k.html,data/processed/sec_10k_text/top100/chunk_01/COR/2025_COR_10k.txt,success,,57397,7,1.219576
1,1,25,11,Microsoft,MSFT,789019,0000789019,2023,10-K,2023-07-27,2023-06-30,0000950170-23-035122,msft-20230630.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,data/raw/sec_10k_html/top100/chunk_01/MSFT/2023_MSFT_10k.html,data/processed/sec_10k_text/top100/chunk_01/MSFT/2023_MSFT_10k.txt,success,,47775,18,3.767661
1,1,25,11,Microsoft,MSFT,789019,0000789019,2024,10-K,2024-07-30,2024-06-30,0000950170-24-087843,msft-20240630.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,data/raw/sec_10k_html/top100/chunk_01/MSFT/2024_MSFT_10k.html,data/processed/sec_10k_text/top100/chunk_01/MSFT/2024_MSFT_10k.txt,success,,50041,19,3.796887
1,1,25,11,Microsoft,MSFT,789019,0000789019,2025,10-K,2025-07-30,2025-06-30,0000950170-25-100235,msft-20250630.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,data/raw/sec_10k_html/top100/chunk_01/MSFT/2025_MSFT_10k.html,data/processed/sec_10k_text/top100/chunk_01/MSFT/2025_MSFT_10k.txt,success,,44008,10,2.272314
1,1,25,12,JPMorgan Chase,JPM,19617,0000019617,2023,10-K,,,,,,,,,missing,no_10k_for_target_report_year,0,0,0.0
1,1,25,12,JPMorgan Chase,JPM,19617,0000019617,2024,10-K,,,,,,,,,missing,no_10k_for_target_report_year,0,0,0.0
1,1,25,12,JPMorgan Chase,JPM,19617,0000019617,2025,10-K,2026-02-13,2025-12-31,0001628280-26-008131,jpm-20251231.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/JPM/2025_JPM_10k.html,data/processed/sec_10k_text/top100/chunk_01/JPM/2025_JPM_10k.txt,success,,166547,11,0.660474
1,1,25,13,Costco Wholesale,COST,909832,0000909832,2023,10-K,2023-10-11,2023-09-03,0000909832-23-000042,cost-20230903.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903.htm,data/raw/sec_10k_html/top100/chunk_01/COST/2023_COST_10k.html,data/processed/sec_10k_text/top100/chunk_01/COST/2023_COST_10k.txt,success,,28408,0,0.0
1,1,25,13,Costco Wholesale,COST,909832,0000909832,2024,10-K,2024-10-09,2024-09-01,0000909832-24-000049,cost-20240901.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,data/raw/sec_10k_html/top100/chunk_01/COST/2024_COST_10k.html,data/processed/sec_10k_text/top100/chunk_01/COST/2024_COST_10k.txt,success,,29643,2,0.674696
1,1,25,13,Costco Wholesale,COST,909832,0000909832,2025,10-K,2025-10-08,2025-08-31,0000909832-25-000101,cost-20250831.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/cost-20250831.htm,data/raw/sec_10k_html/top100/chunk_01/COST/2025_COST_10k.html,data/processed/sec_10k_text/top100/chunk_01/COST/2025_COST_10k.txt,success,,28992,2,0.689845
1,1,25,14,Cigna Group,CI,1739940,0001739940,2023,10-K,2024-02-29,2023-12-31,0001739940-24-000005,ci-20231231.htm,https://www.sec.gov/Archives/edgar/data/1739940/000173994024000005/,https://www.sec.gov/Archives/edgar/data/1739940/000173994024000005/ci-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/CI/2023_CI_10k.html,data/processed/sec_10k_text/top100/chunk_01/CI/2023_CI_10k.txt,success,,91301,11,1.204806
1,1,25,14,Cigna Group,CI,1739940,0001739940,2024,10-K,2025-02-27,2024-12-31,0001739940-25-000009,ci-20241231.htm,https://www.sec.gov/Archives/edgar/data/1739940/000173994025000009/,https://www.sec.gov/Archives/edgar/data/1739940/000173994025000009/ci-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/CI/2024_CI_10k.html,data/processed/sec_10k_text/top100/chunk_01/CI/2024_CI_10k.txt,success,,75394,10,1.326365
1,1,25,14,Cigna Group,CI,1739940,0001739940,2025,10-K,2026-02-26,2025-12-31,0001739940-26-000006,ci-20251231.htm,https://www.sec.gov/Archives/edgar/data/1739940/000173994026000006/,https://www.sec.gov/Archives/edgar/data/1739940/000173994026000006/ci-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/CI/2025_CI_10k.html,data/processed/sec_10k_text/top100/chunk_01/CI/2025_CI_10k.txt,success,,72139,12,1.663455
1,1,25,15,Cardinal Health,CAH,721371,0000721371,2023,10-K,2023-08-15,2023-06-30,0000721371-23-000060,cah-20230630.htm,https://www.sec.gov/Archives/edgar/data/721371/000072137123000060/,https://www.sec.gov/Archives/edgar/data/721371/000072137123000060/cah-20230630.htm,data/raw/sec_10k_html/top100/chunk_01/CAH/2023_CAH_10k.html,data/processed/sec_10k_text/top100/chunk_01/CAH/2023_CAH_10k.txt,success,,50595,0,0.0
1,1,25,15,Cardinal Health,CAH,721371,0000721371,2024,10-K,2024-08-14,2024-06-30,0000721371-24-000056,cah-20240630.htm,https://www.sec.gov/Archives/edgar/data/721371/000072137124000056/,https://www.sec.gov/Archives/edgar/data/721371/000072137124000056/cah-20240630.htm,data/raw/sec_10k_html/top100/chunk_01/CAH/2024_CAH_10k.html,data/processed/sec_10k_text/top100/chunk_01/CAH/2024_CAH_10k.txt,success,,56467,6,1.062568
1,1,25,15,Cardinal Health,CAH,721371,0000721371,2025,10-K,2025-08-12,2025-06-30,0000721371-25-000079,cah-20250630.htm,https://www.sec.gov/Archives/edgar/data/721371/000072137125000079/,https://www.sec.gov/Archives/edgar/data/721371/000072137125000079/cah-20250630.htm,data/raw/sec_10k_html/top100/chunk_01/CAH/2025_CAH_10k.html,data/processed/sec_10k_text/top100/chunk_01/CAH/2025_CAH_10k.txt,success,,52825,4,0.757217
1,1,25,16,Nvidia,NVDA,1045810,0001045810,2023,10-K,2023-02-24,2023-01-29,0001045810-23-000017,nvda-20230129.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,data/raw/sec_10k_html/top100/chunk_01/NVDA/2023_NVDA_10k.html,data/processed/sec_10k_text/top100/chunk_01/NVDA/2023_NVDA_10k.txt,success,,45532,36,7.906527
1,1,25,16,Nvidia,NVDA,1045810,0001045810,2024,10-K,2024-02-21,2024-01-28,0001045810-24-000029,nvda-20240128.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,data/raw/sec_10k_html/top100/chunk_01/NVDA/2024_NVDA_10k.html,data/processed/sec_10k_text/top100/chunk_01/NVDA/2024_NVDA_10k.txt,success,,48753,42,8.614854
1,1,25,16,Nvidia,NVDA,1045810,0001045810,2025,10-K,2025-02-26,2025-01-26,0001045810-25-000023,nvda-20250126.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,data/raw/sec_10k_html/top100/chunk_01/NVDA/2025_NVDA_10k.html,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,success,,49925,34,6.810215
1,1,25,17,Meta Platforms,META,1326801,0001326801,2023,10-K,,,,,,,,,missing,no_10k_for_target_report_year,0,0,0.0
1,1,25,17,Meta Platforms,META,1326801,0001326801,2024,10-K,2025-01-30,2024-12-31,0001326801-25-000017,meta-20241231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/META/2024_META_10k.html,data/processed/sec_10k_text/top100/chunk_01/META/2024_META_10k.txt,success,,73929,32,4.328477
1,1,25,17,Meta Platforms,META,1326801,0001326801,2025,10-K,2026-01-29,2025-12-31,0001628280-26-003942,meta-20251231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/META/2025_META_10k.html,data/processed/sec_10k_text/top100/chunk_01/META/2025_META_10k.txt,success,,76034,32,4.208644
1,1,25,18,Elevance Health,ELV,1156039,0001156039,2023,10-K,2024-02-21,2023-12-31,0001156039-24-000015,elv-20231231.htm,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/elv-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/ELV/2023_ELV_10k.html,data/processed/sec_10k_text/top100/chunk_01/ELV/2023_ELV_10k.txt,success,,81522,2,0.245333
1,1,25,18,Elevance Health,ELV,1156039,0001156039,2024,10-K,2025-02-20,2024-12-31,0001156039-25-000010,elv-20241231.htm,https://www.sec.gov/Archives/edgar/data/1156039/000115603925000010/,https://www.sec.gov/Archives/edgar/data/1156039/000115603925000010/elv-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/ELV/2024_ELV_10k.html,data/processed/sec_10k_text/top100/chunk_01/ELV/2024_ELV_10k.txt,success,,83564,4,0.478675
1,1,25,18,Elevance Health,ELV,1156039,0001156039,2025,10-K,2026-02-06,2025-12-31,0001156039-26-000013,elv-20251231.htm,https://www.sec.gov/Archives/edgar/data/1156039/000115603926000013/,https://www.sec.gov/Archives/edgar/data/1156039/000115603926000013/elv-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/ELV/2025_ELV_10k.html,data/processed/sec_10k_text/top100/chunk_01/ELV/2025_ELV_10k.txt,success,,80824,6,0.742354
1,1,25,19,Centene,CNC,1071739,0001071739,2023,10-K,2024-02-20,2023-12-31,0001071739-24-000037,cnc-20231231.htm,https://www.sec.gov/Archives/edgar/data/1071739/000107173924000037/,https://www.sec.gov/Archives/edgar/data/1071739/000107173924000037/cnc-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/CNC/2023_CNC_10k.html,data/processed/sec_10k_text/top100/chunk_01/CNC/2023_CNC_10k.txt,success,,63157,1,0.158336
1,1,25,19,Centene,CNC,1071739,0001071739,2024,10-K,2025-02-18,2024-12-31,0001071739-25-000027,cnc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1071739/000107173925000027/,https://www.sec.gov/Archives/edgar/data/1071739/000107173925000027/cnc-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/CNC/2024_CNC_10k.html,data/processed/sec_10k_text/top100/chunk_01/CNC/2024_CNC_10k.txt,success,,62075,25,4.027386
1,1,25,19,Centene,CNC,1071739,0001071739,2025,10-K,2026-02-17,2025-12-31,0001071739-26-000049,cnc-20251231.htm,https://www.sec.gov/Archives/edgar/data/1071739/000107173926000049/,https://www.sec.gov/Archives/edgar/data/1071739/000107173926000049/cnc-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/CNC/2025_CNC_10k.html,data/processed/sec_10k_text/top100/chunk_01/CNC/2025_CNC_10k.txt,success,,66845,28,4.188795
1,1,25,20,Bank of America,BAC,70858,0000070858,2023,10-K,,,,,,,,,missing,no_10k_for_target_report_year,0,0,0.0
1,1,25,20,Bank of America,BAC,70858,0000070858,2024,10-K,,,,,,,,,missing,no_10k_for_target_report_year,0,0,0.0
1,1,25,20,Bank of America,BAC,70858,0000070858,2025,10-K,2026-02-25,2025-12-31,0000070858-26-000157,bac-20251231.htm,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/BAC/2025_BAC_10k.html,data/processed/sec_10k_text/top100/chunk_01/BAC/2025_BAC_10k.txt,success,,126023,6,0.476104
1,1,25,21,Chevron,CVX,93410,0000093410,2023,10-K,2024-02-26,2023-12-31,0000093410-24-000013,cvx-20231231.htm,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/CVX/2023_CVX_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVX/2023_CVX_10k.txt,success,,65570,2,0.305018
1,1,25,21,Chevron,CVX,93410,0000093410,2024,10-K,2025-02-21,2024-12-31,0000093410-25-000009,cvx-20241231.htm,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/cvx-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/CVX/2024_CVX_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVX/2024_CVX_10k.txt,success,,66027,2,0.302906
