row_number,ticker,target_report_year,status,reason,local_text_path,sec_document_url,word_count
45,CAH,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CAH/2025_CAH_10k.txt,https://www.sec.gov/Archives/edgar/data/721371/000072137125000079/cah-20250630.htm,52825
46,NVDA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/NVDA/2023_NVDA_10k.txt,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,45532
47,NVDA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/NVDA/2024_NVDA_10k.txt,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,48753
48,NVDA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,49925
49,META,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/META/2023_META_10k.txt,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/meta-20231231.htm,72221
50,META,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/META/2024_META_10k.txt,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm,73929
51,META,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/META/2025_META_10k.txt,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,76034
52,ELV,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/ELV/2023_ELV_10k.txt,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/elv-20231231.htm,81522
53,ELV,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/ELV/2024_ELV_10k.txt,https://www.sec.gov/Archives/edgar/data/1156039/000115603925000010/elv-20241231.htm,83564
54,ELV,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/ELV/2025_ELV_10k.txt,https://www.sec.gov/Archives/edgar/data/1156039/000115603926000013/elv-20251231.htm,80824
55,CNC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CNC/2023_CNC_10k.txt,https://www.sec.gov/Archives/edgar/data/1071739/000107173924000037/cnc-20231231.htm,63157
56,CNC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CNC/2024_CNC_10k.txt,https://www.sec.gov/Archives/edgar/data/1071739/000107173925000027/cnc-20241231.htm,62075
57,CNC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CNC/2025_CNC_10k.txt,https://www.sec.gov/Archives/edgar/data/1071739/000107173926000049/cnc-20251231.htm,66845
58,BAC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/BAC/2023_BAC_10k.txt,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/bac-20231231.htm,128312
59,BAC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/BAC/2024_BAC_10k.txt,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-20241231.htm,125904
60,BAC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/BAC/2025_BAC_10k.txt,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,126023
61,CVX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CVX/2023_CVX_10k.txt,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm,65570
62,CVX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CVX/2024_CVX_10k.txt,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/cvx-20241231.htm,66027
63,CVX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/CVX/2025_CVX_10k.txt,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/cvx-20251231.htm,67497
64,F,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/F/2023_F_10k.txt,https://www.sec.gov/Archives/edgar/data/37996/000003799624000009/f-20231231.htm,91833
65,F,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/F/2024_F_10k.txt,https://www.sec.gov/Archives/edgar/data/37996/000003799625000013/f-20241231.htm,94046
66,F,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/F/2025_F_10k.txt,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/f-20251231.htm,94615
67,GM,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/GM/2023_GM_10k.txt,https://www.sec.gov/Archives/edgar/data/1467858/000146785824000031/gm-20231231.htm,62294
68,GM,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/GM/2024_GM_10k.txt,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000032/gm-20241231.htm,64195
69,GM,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/GM/2025_GM_10k.txt,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/gm-20251231.htm,64475
70,C,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/C/2023_C_10k.txt,https://www.sec.gov/Archives/edgar/data/831001/000083100124000033/c-20231231.htm,178610
71,C,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/C/2024_C_10k.txt,https://www.sec.gov/Archives/edgar/data/831001/000083100125000067/c-20241231.htm,178785
72,C,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/C/2025_C_10k.txt,https://www.sec.gov/Archives/edgar/data/831001/000083100126000011/c-20251231.htm,166879
73,HD,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/HD/2023_HD_10k.txt,https://www.sec.gov/Archives/edgar/data/354950/000035495023000059/hd-20230129.htm,40395
74,HD,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/HD/2024_HD_10k.txt,https://www.sec.gov/Archives/edgar/data/354950/000035495024000062/hd-20240128.htm,42033
75,HD,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_01/HD/2025_HD_10k.txt,https://www.sec.gov/Archives/edgar/data/354950/000035495025000085/hd-20250202.htm,45898
76,FNMA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FNMA/2023_FNMA_10k.txt,https://www.sec.gov/Archives/edgar/data/310522/000031052224000184/fnm-20231231.htm,165518
77,FNMA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FNMA/2024_FNMA_10k.txt,https://www.sec.gov/Archives/edgar/data/310522/000031052225000199/fnm-20241231.htm,159926
78,FNMA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FNMA/2025_FNMA_10k.txt,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/fnm-20251231.htm,156047
79,KR,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/KR/2023_KR_10k.txt,https://www.sec.gov/Archives/edgar/data/56873/000155837023004767/kr-20230128x10k.htm,47835
80,KR,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/KR/2024_KR_10k.txt,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/kr-20240203x10k.htm,50266
81,KR,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/KR/2025_KR_10k.txt,https://www.sec.gov/Archives/edgar/data/56873/000155837025004267/kr-20250201x10k.htm,52058
82,VZ,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VZ/2023_VZ_10k.txt,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/vz-20231231.htm,66036
83,VZ,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VZ/2024_VZ_10k.txt,https://www.sec.gov/Archives/edgar/data/732712/000073271225000006/vz-20241231.htm,66825
84,VZ,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VZ/2025_VZ_10k.txt,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/vz-20251231.htm,65049
85,PSX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PSX/2023_PSX_10k.txt,https://www.sec.gov/Archives/edgar/data/1534701/000153470124000078/psx-20231231.htm,75446
86,PSX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PSX/2024_PSX_10k.txt,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/psx-20241231.htm,76901
87,PSX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/PSX/2025_PSX_10k.txt,https://www.sec.gov/Archives/edgar/data/1534701/000153470126000006/psx-20251231.htm,76503
88,MPC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/MPC/2023_MPC_10k.txt,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm,71267
89,MPC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/MPC/2024_MPC_10k.txt,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000012/mpc-20241231.htm,74306
90,MPC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/MPC/2025_MPC_10k.txt,https://www.sec.gov/Archives/edgar/data/1510295/000151029526000009/mpc-20251231.htm,75231
91,SNEX,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/SNEX/2023_SNEX_10k.txt,https://www.sec.gov/Archives/edgar/data/913760/000091376023000159/intl-20230930.htm,77364
92,SNEX,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/SNEX/2024_SNEX_10k.txt,https://www.sec.gov/Archives/edgar/data/913760/000091376024000187/intl-20240930.htm,77681
93,SNEX,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/SNEX/2025_SNEX_10k.txt,https://www.sec.gov/Archives/edgar/data/913760/000091376025000196/intl-20250930.htm,84923
94,FMCC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FMCC/2023_FMCC_10k.txt,https://www.sec.gov/Archives/edgar/data/1026214/000102621424000025/fmcc-20231231.htm,149738
95,FMCC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FMCC/2024_FMCC_10k.txt,https://www.sec.gov/Archives/edgar/data/1026214/000102621425000040/fmcc-20241231.htm,148862
96,FMCC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/FMCC/2025_FMCC_10k.txt,https://www.sec.gov/Archives/edgar/data/1026214/000102621426000021/fmcc-20251231.htm,142249
97,HUM,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/HUM/2023_HUM_10k.txt,https://www.sec.gov/Archives/edgar/data/49071/000004907124000012/hum-20231231.htm,66559
98,HUM,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/HUM/2024_HUM_10k.txt,https://www.sec.gov/Archives/edgar/data/49071/000004907125000007/hum-20241231.htm,63163
99,HUM,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/HUM/2025_HUM_10k.txt,https://www.sec.gov/Archives/edgar/data/49071/000004907126000009/hum-20251231.htm,62683
100,T,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/T/2023_T_10k.txt,https://www.sec.gov/Archives/edgar/data/732717/000073271724000009/t-20231231.htm,56905
101,T,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/T/2024_T_10k.txt,https://www.sec.gov/Archives/edgar/data/732717/000073271725000013/t-20241231.htm,53722
102,T,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/T/2025_T_10k.txt,https://www.sec.gov/Archives/edgar/data/732717/000073271726000120/t-20251231.htm,52516
103,GS,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/GS/2023_GS_10k.txt,https://www.sec.gov/Archives/edgar/data/886982/000088698224000006/gs-20231231.htm,162710
104,GS,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/GS/2024_GS_10k.txt,https://www.sec.gov/Archives/edgar/data/886982/000088698225000005/gs-20241231.htm,161723
105,GS,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/GS/2025_GS_10k.txt,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/gs-20251231.htm,158738
106,CMCSA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/CMCSA/2023_CMCSA_10k.txt,https://www.sec.gov/Archives/edgar/data/1166691/000116669124000011/cmcsa-20231231.htm,56981
107,CMCSA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/CMCSA/2024_CMCSA_10k.txt,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/cmcsa-20241231.htm,54632
108,CMCSA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/CMCSA/2025_CMCSA_10k.txt,https://www.sec.gov/Archives/edgar/data/1166691/000162828026004994/cmcsa-20251231.htm,56482
109,WFC,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/WFC/2023_WFC_10k.txt,https://www.sec.gov/Archives/edgar/data/72971/000007297124000064/wfc-20231231.htm,24139
110,WFC,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/WFC/2024_WFC_10k.txt,https://www.sec.gov/Archives/edgar/data/72971/000007297125000066/wfc-20241231.htm,23434
111,WFC,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/WFC/2025_WFC_10k.txt,https://www.sec.gov/Archives/edgar/data/72971/000007297126000133/wfc-20251231_d2.htm,12916
112,MS,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/MS/2023_MS_10k.txt,https://www.sec.gov/Archives/edgar/data/895421/000089542124000300/ms-20231231.htm,110697
113,MS,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/major_missing/MS/2024_MS_10k.txt,https://www.sec.gov/Archives/edgar/data/895421/000089542125000304/ms-20241231.htm,110706
114,MS,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/MS/2025_MS_10k.txt,https://www.sec.gov/Archives/edgar/data/895421/000089542126000086/ms-20251231.htm,110617
115,VLO,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VLO/2023_VLO_10k.txt,https://www.sec.gov/Archives/edgar/data/1035002/000103500224000007/vlo-20231231.htm,58291
116,VLO,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VLO/2024_VLO_10k.txt,https://www.sec.gov/Archives/edgar/data/1035002/000103500225000005/vlo-20241231.htm,57546
117,VLO,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/VLO/2025_VLO_10k.txt,https://www.sec.gov/Archives/edgar/data/1035002/000162828026011499/vlo-20251231.htm,59083
118,DELL,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DELL/2023_DELL_10k.txt,https://www.sec.gov/Archives/edgar/data/1571996/000157199623000007/dell-20230203.htm,77299
119,DELL,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DELL/2024_DELL_10k.txt,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm,75146
120,DELL,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DELL/2025_DELL_10k.txt,https://www.sec.gov/Archives/edgar/data/1571996/000157199625000034/dell-20250131.htm,75141
121,TGT,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TGT/2023_TGT_10k.txt,https://www.sec.gov/Archives/edgar/data/27419/000002741923000015/tgt-20230128.htm,27380
122,TGT,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TGT/2024_TGT_10k.txt,https://www.sec.gov/Archives/edgar/data/27419/000002741924000032/tgt-20240203.htm,29139
123,TGT,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TGT/2025_TGT_10k.txt,https://www.sec.gov/Archives/edgar/data/27419/000002741925000018/tgt-20250201.htm,31569
124,TSLA,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TSLA/2023_TSLA_10k.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm,57140
125,TSLA,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TSLA/2024_TSLA_10k.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,55180
126,TSLA,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/TSLA/2025_TSLA_10k.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,57185
127,DIS,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_02/DIS/2023_DIS_10k.txt,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000216/dis-20230930.htm,64458
